TranscriptID,NewsProgram,NexisUni,Factiva,TranscriptDate,TitleOriginal,CaseIDA,CaseStageA,CaseIDB,CaseStageB,CaseIDC,CaseStageC,CaseIDD,CaseStageD
Fox062314,SpecialReport,1,1,2014-06-23,Kerry Speaks Of U.s. Ramping Up Various Kinds Of Support For Iraq,2013063,Decision,none,none,none,none,none,none
Fox062514,SpecialReport,1,1,2014-06-25,Political Headlines,2013067,Decision,none,none,none,none,none,none
Fox063014,SpecialReport,1,1,2014-06-30,Supreme Court Rules Against Administration On Businesses Providing Female Employees Access To Contraception; Supreme Court Rules Against Some Practices Of Public Unionization; Three Israeli Teens Found Dead; Obama Chooses Robert Mcdonald To Clean Up Va Dept,2013070,Decision,2009012,PostDecision,none,none,none,none
ABC022007,WorldNewsTonight,0,1,2007-02-20,Tobacco Ruling Court Nixes Award Against Philip Morris,2006017,Decision,none,none,none,none,none,none
Fox070114,SpecialReport,1,1,2014-07-01,Political Headlines,2013070,PostDecision,2013063,PostDecision,2014027,Cert,2014035,Cert
Fox072314,SpecialReport,1,1,2014-07-23,"Russian-backed Rebels Shot Down Two More Aircraft Today, Both Ukrainian Fighter Jets; New Poll Shows Nearly Six Out Of Ten Voters Say The Administration Has Not Been Competent And Effective At Running The Government; The Death Toll Mounts In The 16th Day Of The Israeli/palestinian Conflict; Irs Commissioner Returned To Capitol Hill To Filled Questions From Frustrated Lawmakers; Former Massachusetts Senator Scott Brown May Pass The Primary September 9th To Take On The Democratic Incumbent Jeanne Shaheen",2013070,PostDecision,none,none,none,none,none,none
Fox072814,SpecialReport,1,1,2014-07-28,"Lawmakers Strike Deal To Repair Va Health System; Obama Administration Defending John Kerry; International Monitors Continue To Face Resistance At Crash Site; Fighting Intensifying In Syria, Libya; Potential 2016 Presidential Candidates Assessed; Prevalence Of Violence And Instability In The World Assessed; Congress Passes Increased Funding For Veterans Affairs",2013070,PostDecision,none,none,none,none,none,none
MSNBC022613,Hardball,1,1,2013-02-26,"HARDBALL for February 26, 2013",2012077,PostCert,2012079,PostCert,none,none,none,none
MSNBC030113,Hardball,1,1,2013-03-01,For March 1,2012077,PostCert,2012079,PostCert,none,none,none,none
MSNBC030813,Hardball,1,1,2013-03-08,"For March 8, 2013",2012079,PostCert,none,none,none,none,none,none
Fox112814,SpecialReport,1,1,2014-11-28,Black Friday Shopping; Epa Announces New Air Pollution Rule; Obama Immigration Action Could Allow Businesses To Drop Health Insurance; Unions Protest At Retailers On Black Friday; Tax Cut Package Likely To Be Vetoed By White House,2014061,PostCert,none,none,none,none,none,none
Fox010115,SpecialReport,1,1,2015-01-01,Foreign Policy Hotspots; Secretary Kerry's Progress Report; Recovery Work Continues For Airasia Flight 8501; Hiring For Immigration Action; Congress Report Card; New Economy Regulations For 2015 Examined; Obama Administration Reportedly Reaching Out Diplomatically To Russia; Governing Prospects For New Republicans Congressional Majorities Analyzed,2013070,PostDecision,none,none,none,none,none,none
MSNBC032213,Hardball,1,1,2013-03-22,"For March 22, 2013",2012077,PostCert,2012079,PostCert,none,none,none,none
Fox010515,SpecialReport,1,1,2015-01-05,Changing Of Political Guard; Reality Check; Gearing Up For 2016; Crude Oil Price Tumbled; Leaving Afghanistan; Cuba Policy; Supreme Court To Hear Cases On Obamacare Legislation And Same-sex Marriage; Republicans Prepare To Take Over Congress; Status Of Cuban Prisoners To Be Released Questioned,2014003,PostArgument,none,none,none,none,none,none
ABC022007,WorldNewsTonight,0,1,2007-02-20,World News With Charles Gibson,none,none,none,none,none,none,none,none
Fox011615,SpecialReport,1,1,2015-01-16,"United Front On Iran; Terror Threat: Digital Jihad; Rnc Meeting In San Diego; Primary Colors; Funding Abortions; ""Boston Globe"" Writer Fired For Comment On Speaker Boehner; President And British Prime Minister Urge Congress To Hold Off On Passing Sanction Against Iran",2014070,Cert,none,none,none,none,none,none
Fox021215,SpecialReport,1,1,2015-02-12,Presidential Focus; Budget Battle; More Red Tape; From Bad To Worse; Scott Walker In U.k.,2014070,PostCert,none,none,none,none,none,none
MSNBC032513,Hardball,1,1,2013-03-25,"For March 25, 2013",2012077,PostCert,2012079,PostCert,2002083,PostDecision,none,none
MSNBC032613,Hardball,1,1,2013-03-26,"For March 26, 2013",2012077,Argument,2002083,PostDecision,2012079,none,none,none
MSNBC032713,Hardball,1,1,2013-03-27,"For March 27, 2013",2012077,PostArgument,2012079,Argument,none,none,none,none
MSNBC032813,Hardball,1,1,2013-03-28,"For March 28, 2013",2012077,PostArgument,2012079,PostArgument,none,none,none,none
Fox032315,SpecialReport,1,1,2015-03-23,Ted Cruz Runs In 2016; Iran Nuclear Deal; Hillary E-mail Controversy,2014058,Argument,none,none,none,none,none,none
ABC040207,WorldNewsTonight,0,1,2007-04-02,Environmental Victory Green Decision,2006027,Decision,none,none,none,none,none,none
Fox032515,SpecialReport,1,1,2015-03-25,Military Charges Bergdahl With Desertion; Crash In The Alps; Another Hillary Clinton Scandal; Conflict In Yemen; Clean Air Act Going Too Far?,2014061,Argument,none,none,none,none,none,none
MSNBC032913,Hardball,1,1,2013-03-29,"For March 29, 2013",2012077,PostArgument,2012079,PostArgument,none,none,none,none
Fox033015,SpecialReport,1,1,2015-03-30,Negotiating With Iran; Chaos In Yemen; Indiana Under Fire; 2016 Presidential Contenders; Clinton E-mail Controversy; Suicidal Tendencies,2013070,PostDecision,none,none,none,none,none,none
Fox042015,SpecialReport,1,1,2015-04-20,U.s. Warships Enforce Blockade Against Yemen Rebels; New Clinton Scandal; Fighting For Ground In The Granite State; Christians Executed By Isis; Two Supreme Court Judges Benched; Rescue Crews Search Mediterranean; Major March Planned On Johannesburg; Iran Nuclear Negotiations To Continue,2014070,PostCert,none,none,none,none,none,none
MSNBC041213,Hardball,1,1,2013-04-12,"For April 12, 2013",2012077,PostArgument,2012079,PostArgument,1991117,PostDecision,none,none
Fox042815,SpecialReport,1,1,2015-04-28,Bracing For More Violence In Baltimore; Governor Hogan Declares State Of Emergency; Supreme Court On Same Sex Marriage; Governor Hogan Holds Press Conference; 2016 Presidential Politics,2014070,Argument,2012079,PostDecision,2012077,PostDecision,none,none
MSNBC062613,Hardball,1,1,2013-06-26,"For June 26, 2013",2012077,Decision,2012079,Decision,2002083,PostDecision,none,none
Fox050515,SpecialReport,1,1,2015-05-05,Perception Problem; Mike Huckabee 2.0; Isis Claiming Responsibility; Keeping Track Of Terrorists; Trade Deal Behind Closed Doors; Change In The President's National Security Team,2014070,PostArgument,none,none,none,none,none,none
ABC041807,WorldNewsTonight,0,1,2007-04-18,Landmark Ruling Abortion Ruling,2006031,Decision,1999088,PostDecision,none,none,none,none
MSNBC062713,Hardball,1,1,2013-06-27,"For June 27, 2013",2012079,PostDecision,none,none,none,none,none,none
Fox050615,SpecialReport,1,1,2015-05-06,Netanyahu Forms Coalition; Clinton Controversy; The Numbers Game; Nfl Deflate-gate Scandal; Co-pilot Did Test Run; Iran Nuclear Deal; U.k. Elections Too Close To Call,2014070,PostArgument,none,none,none,none,none,none
Fox051815,SpecialReport,1,1,2015-05-18,Isis Takes Control Of Ramadi; Politics Of Iraq; 2016 Presidential Campaigns; Isis Intelligence,2014021,Decision,none,none,none,none,none,none
MSNBC062813,Hardball,1,1,2013-06-28,"HARDBALL 1900 Hour For June 28, 2013",2012079,PostDecision,2012077,PostDecision,none,none,none,none
MSNBC070113,Hardball,1,1,2013-07-01,"HARDBALL 1900 hour for July 1, 2013",2012077,PostDecision,1991117,PostDecision,2012079,PostDecision,none,none
Fox062415,SpecialReport,1,1,2015-06-24,"Jindal Announces Candidacy; Tsarnaev Apology: Too Little, Too Late; Data Breach: Blame Game; Clinton's Dip In Polls; Hostage Policy Changes",2014058,PostDecision,none,none,none,none,none,none
MSNBC070313,Hardball,1,1,2013-07-03,"HARDBALL for July 3, 2013",2012079,PostDecision,none,none,none,none,none,none
MSNBC091913,Hardball,1,1,2013-09-19,Flirting With Disaster; What Makes Ted Cruz Run,2013068,PostCert,none,none,none,none,none,none
Fox062615,SpecialReport,1,1,2015-06-26,One Escaped Convict Killed; Same Sex Marriage Legal In The U.s.; Charleston In Mourning; Terror Trifecta; 2016 Presidential Politics,2014070,Decision,none,none,none,none,none,none
ABC041807,WorldNewsTonight,0,1,2007-04-18,World News With Charles Gibson,none,none,none,none,none,none,none,none
Fox062915,SpecialReport,1,1,2015-06-29,"Supreme Court Rules Against Epa Regulations, Places Stay On Texas Abortion Law; Right To Gay Marriage Nowhere Mentioned In Constitution; Greek Debt Crisis Affecting Rest Of Europel Iranian Nuclear Deal Talks Shifting Leverage Away From U.s.; New Jersey Man Arrested By Fbi For Allegedly Supporting Isis; Interview With Louisiana Governor And Gop Presidential Candidate Bobby Jindal; Governor Bobby Jindal Discusses Replacing Obamacare; Governor Bobby Jindal Discusses Reduced Size Of Government",2014061,Decision,none,none,none,none,none,none
MSNBC112613,Hardball,1,1,2013-11-26,"HARDBALL WITH CHRIS MATTHEWS for November 26, 2013",2013070,Cert,none,none,none,none,none,none
Fox063015,SpecialReport,1,1,2015-06-30,Greece In Crisis; Puerto Rico In Dire Straits; Chris Christie Joins The Race; Worker Pay; Same-sex Marriage Fallout; 11th Hour Decisions,2014070,PostDecision,none,none,none,none,none,none
Fox070115,SpecialReport,1,1,2015-07-01,The Runaround; Greek Debt Crisis; Chicago's Schools Of Hard Knocks; July Fourth Terror Concerns; Cuba: A Trivial Pursuit?; Interview With Republican Presidential Candidate Rick Perry,2004075,PostDecision,none,none,none,none,none,none
MSNBC112713,Hardball,1,1,2013-11-27,"States Lead the Way on ""Obama Care""; Supremes to Hear Contraceptive Coverage Case",2013070,PostCert,none,none,none,none,none,none
ABC051607,WorldNewsTonight,0,1,2007-05-16,A Closer Look Abortion Battles,2006031,PostDecision,none,none,none,none,none,none
Fox070215,SpecialReport,1,1,2015-07-02,President Obama On A Roll; America On Alert; 2016 Presidential Politics; Russia Threat Assessment; Start Your Engines; Interview With Sen. Marco Rubio,2014070,PostDecision,none,none,none,none,none,none
MSNBC032514,Hardball,1,1,2014-03-25,Flight 370`s Path; Hobby Lobby at the Supreme Court,2013070,Argument,none,none,none,none,none,none
Fox070915,SpecialReport,1,1,2015-07-09,Fbi Stopped Several Potential Attacks; Relating To The American Worker; Shrinking Military; Greece Drafting A Debt Plan; Epa Regulations Roll On; Iran Nuclear Deal,2014061,PostDecision,none,none,none,none,none,none
MSNBC040314,Hardball,1,1,2014-04-03,Money and Speech; Paul Ryan`s America,2009012,PostDecision,2013033,PostDecision,none,none,none,none
ABC051607,WorldNewsTonight,0,1,2007-05-16,World News With Charles Gibson,none,none,none,none,none,none,none,none
Fox071415,SpecialReport,1,1,2015-07-14,Iran Nuclear Deal; The End Game; Planned Parenthood Abortion Controversy; 2016 Presidential Politics; An Iowa Regular,2014070,PostDecision,none,none,none,none,none,none
MSNBC040414,Hardball,1,1,2014-04-04,Money Over People; Looking for Single Women,2013033,PostDecision,none,none,none,none,none,none
Fox072115,SpecialReport,1,1,2015-07-21,Planned Parenthood Scandal; 16 GOP Candidates and Counting; A Link to Terror; Sanctuary Cities Debate,2014070,PostDecision,none,none,none,none,none,none
Fox081315,SpecialReport,1,1,2015-08-13,Isis Terror Threat; Clinton E-mail Scandal; Irs Targeting; Closing Guantanamo Bay; 2016 Presidential Politics,2009012,PostDecision,none,none,none,none,none,none
MSNBC043014,Hardball,1,1,2014-04-30,"HARDBALL WITH CHRIS MATTHEWS for April 30, 2014",2013033,PostDecision,none,none,none,none,none,none
Fox090315,SpecialReport,1,1,2015-09-03,Gop Pledge Of Allegiance; Clinton E-mail Controversy; Dangerous Games; Gay Marriage Debate; Europe's Migrant Crisis; Veterans Waiting For Care,2014070,PostDecision,none,none,none,none,none,none
ABC062507,WorldNewsTonight,0,1,2007-06-25,Supreme Showdown Supreme Court Weakens Campaign Finance Law,2006069,Decision,2006068,Decision,none,none,none,none
ABC062507,WorldNewsTonight,0,1,2007-06-25,World News With Charles Gibson,none,none,none,none,none,none,none,none
Fox090815,SpecialReport,1,1,2015-09-08,Clinton E-mail Controversy; Global Refugee Crisis; Power Play; The Doctor Is In; Kentucky Clerk Leaves Jail,2014070,PostDecision,none,none,none,none,none,none
MSNBC052014,Hardball,1,1,2014-05-20,"HARDBALL WITH CHRIS MATTHEWS for May 20, 2014",2012077,PostDecision,2012079,PostDecision,none,none,none,none
MSNBC062314,Hardball,1,1,2014-06-23,"HARDBALL WITH CHRIS MATTHEWS for June 23, 2014",2012077,PostDecision,none,none,none,none,none,none
MSNBC070114,Hardball,1,1,2014-07-01,"HARDBALL WITH CHRIS MATTHEWS for July 1, 2014",2013070,PostDecision,none,none,none,none,none,none
MSNBC070914,Hardball,1,1,2014-07-09,"HARDBALL WITH CHRIS MATTHEWS for July 9, 2014",2013070,PostDecision,none,none,none,none,none,none
Fox111615,SpecialReport,1,1,2015-11-16,Isis Threatens U.s.a.; On The Hunt; Terrible And Sickening Setback; Foreign Policy Vulnerability; Difference Of Opinion; Foreign Policy Vulnerability; Migrant Crisis,2015048,Cert,none,none,none,none,none,none
Fox120415,SpecialReport,1,1,2015-12-04,Act Of Terrorism; Another Bump For Trump; Clinton Roadblocks; Repealing Obamacare,2015062,Cert,none,none,none,none,none,none
MSNBC072814,Hardball,1,1,2014-07-28,The GOP`s Impeachment Dilemma; Rand Paul and the Black Vote,2013070,PostDecision,none,none,none,none,none,none
Fox011416,SpecialReport,1,1,2016-01-14,National Security And Terrorism; More Gitmo Transfers; American Sailors Detained By Iran; Iran Nuclear Deal Update; Gop Debate Night; Sanders Surges; Pro-life Movement; Gop Presidential Race To Collect Delegates Examined; Gop Presidential Candidates Prepare For Upcoming Debate; President Obama's Efforts To Close Guantanamo Bay Assessed,2015048,PostCert,none,none,none,none,none,none
Fox012216,SpecialReport,1,1,2016-01-22,Human Intelligence Assets; Top Of The Polls; Historic Snowstorm; March For Life; More Sanctions Relief; People Without A Country; Playing The Race Card; Bernie Sanders Closes Gap With Hillary Clinton In Latest Polls; Ted Cruz And Donald Trump Release Ads Attacking Each Other,2015048,PostCert,none,none,none,none,none,none
Fox030716,SpecialReport,1,1,2016-03-07,Special Edition - Democratic Presidential Town Hall Event,2009012,PostDecision,2015048,PostArgument,none,none,none,none
Fox032316,SpecialReport,1,1,2016-03-23,"Belgium Manhunt Intensifies, Bombmaker May Be Dead; New Delegate Counts After Tuesday's Voting; Terror In Belgium; The Little Sisters' Day In Court; Investigation Continues Into Terrorist Attacks In Brussels; President Obama's Comments On Brussels Terrorist Attacks Criticized",2015063,Argument,none,none,none,none,none,none
Fox033016,SpecialReport,1,1,2016-03-30,Wisconsin Slugfest; Supreme Court Regulation Showdown; Obama's Nuclear Summit Hamstrung; Islamic Extremist Targeting U.s. Law Enforcement Officers; Ebola No Longer A Major Threat; Recycling Industry Facing Decreased Profitability; Donald Trump Makes Controversial Comments On Abortion; Some Contributor Supreme Court Cases Being Decided Four To Four,2015056,Argument,none,none,none,none,none,none
Fox042016,SpecialReport,1,1,2016-04-20,Supreme Court Rules In Favor Of U.s. Citizens Seeking Damages From Iranian Government For Terrorist Activities; Donald Trump Wins New York Republican Primary; Hillary Clinton Wins New York Democratic Primary,2015033,Decision,none,none,none,none,none,none
MSNBC100114,Hardball,1,1,2014-10-01,Secret Service Director Resigns; Fighting Ebola,2012079,PostDecision,none,none,none,none,none,none
ABC062507,WorldNewsTonight,0,1,2007-06-25,Supreme Court Ruling Student Speech Limited,none,none,none,none,none,none,none,none
Fox042116,SpecialReport,1,1,2016-04-21,Salah Abdeslam Charged With Attempted Murder; Pres. Obama Visits The U.k. After Visit To Saudi Arabia; Donald Trump Campaign In Maryland; Donald Trump Makes Controversial Statement On Abortion In Gop Platform; Obamacare Enrollment And Coverage Plans Examined,2014070,PostDecision,none,none,none,none,none,none
Fox051616,SpecialReport,1,1,2016-05-16,Venezuela Under A State Of Emergency Due To Collapsing Economy; John Kerry Says U.s. Ready To Arm Libyan Government Forces To Fight Isis; White House Counsel Neil Eggleston Refused Testimony At House Oversight Committee Hearing; Donald Trump Firing Back At Article Accusing Him On His Treatment Of Women; Bernie Sanders Continuing To Gain Momentum; Economic Distress Led To Appeal Of Donald Trump And Bernie Sanders; New York City Mayor Under Investigation For Campaign Fraud; News Stories Critical Of Donald Trump Examined; Venezuela On Brink Of Economic Collapse,2015063,Decision,none,none,none,none,none,none
MSNBC100914,Hardball,1,1,2014-10-09,Cartagena Sex Scandal Hits the White House; GOP Using Fear to Win Midterms,2012077,PostDecision,2012079,PostDecision,none,none,none,none
Fox062716,SpecialReport,1,1,2016-06-27,Abortion Rights Upheld; Court Impact On Campaign Trail; White House Responds To Brexit; Brexit Impact On Economy; Bracing For More Rain; Battle Over Benghazi; Elizabeth Warren Campaigns With Hillary Clinton In Ohio; Donald Trump's Policy On Free Trade Examined; Supreme Court Hands Down Decisions On Abortion Restrictions In Texas,2015048,Decision,none,none,none,none,none,none
Fox092216,SpecialReport,1,1,2016-09-22,First-degree Manslaughter For Tulsa Police Officer; Charlotte Riots; Trump On Charlotte Protests; Clinton Off The Campaign Trail; Hack Attack; Broken Immigration System; Call For Reinforcements; Iran Nuclear Deal; Terrorist Investigation; Bin Laden Documents; House Of Representatives Calling For Release Of Bin Laden Papers; President And Congress Clash Or Bill Allowing Families Of 9/11 Victims To Sue Saudi Arabia; Hillary Clinton And Donald Trump React To Protests Against Police Shooting Of Black Men In Tulsa And Charlotte,2015033,PostDecision,none,none,none,none,none,none
Fox101116,SpecialReport,1,1,2016-10-11,You've Got Mail; Clinton Campaign Collusion; Gop In Shambles; Someone To Blame; Tar Heel State Devastation; Hurricane Matthew Recovery; Legacy Mission?; Study Shows Isis Losing Territory; Samsung Suspends Production Of New Galaxy Note Smartphone; Donald Trump Criticizes Members Of Republican Party; More Emails Related To Hillary Clinton Campaign Released,2016001,Argument,none,none,none,none,none,none
Fox121316,SpecialReport,1,1,2016-12-13,Trump's Secretary Of State; Pelosi Calls For Probe Of Russia Election Hacking; Reaching Left; Trump Market; Sanctuary City; Coal Under Fire; Abortion Clinics; Russian App That Identifies Faces Examined; Donald Trump Selects Exxon Mobil Ceo Rex Tillerson For Secretary Of State; Possible Russia Attempted Interference In U.s. Election Assessed,2015048,PostDecision,none,none,none,none,none,none
ABC022708,WorldNewsTonight,0,1,2008-02-27,Brian Ross Investigates Pilot Error,2007069,Argument,none,none,none,none,none,none
Fox062317,SpecialReport,1,1,2017-06-23,Trump Signs V.a. Reform Bill; Casting Doubt On Special Counsel; Health Care Debate; Democrat Backlash; Growing Economy; North Korea Threat; Russia Bombs Isis; Interview With Yousef Al Otaiba,2016040,PostDecision,none,none,none,none,none,none
Fox062617,SpecialReport,1,1,2017-06-26,Economic Effect Of Seattle's Minimum Wage Law Examined; Supreme Court Partially Lifts Stay On Trump Administration Immigration Ban; Cbo Scores Senate Health Care Bill; Repeal And Replace Bill; Day In Court; Trump Declares Victory; Feeling The Bern?; On The Front Lines; Push For Mosul; Illinois Shutdown Showdown,2016068,Decision,2017020,Cert,none,none,none,none
Fox070517,SpecialReport,1,1,2017-07-05,Cnn Makes Controversial Statement Regarding Identity Of Originator Of Meme Of President Trump And Cnn Logo; U.s. Reacts To North Korean Icbm Test; British Courts Rule Against Parents Of Terminally Ill Child.,2016068,PostDecision,none,none,none,none,none,none
ABC090909,WorldNewsTonight,0,1,2009-09-09,Making The Case Health Care Reform,2009012,PostArgument,none,none,none,none,none,none
Fox082417,SpecialReport,1,1,2017-08-24,Tweeter-in-chief; Transgender Military Ban; Not-so-free Speech; Taking A Stand; Senator On Trial; Russia Investigation; Race For 2018; Peace In The Middle East; Jared Kushner Meets With Israeli And Palestinian Leaders; President Trump Criticizes Congress Via Twitter; Senator Bob Menendez To Stand Trial For Corruption; Analysts Examine Aclu's Statements On Defending Of First And Second American Rights,2010023,PostDecision,none,none,none,none,none,none
Fox120517,SpecialReport,1,1,2017-12-05,Bold Move; White House Welcome; Building A Relationship; Tax Reform Talks; Russia Investigation; Conyers Retires,2017020,Argument,1996059,PostDecision,none,none,none,none
Fox011818,SpecialReport,1,1,2018-01-18,Shutdown Showdown; Mixed Messages; Faith and Medicine; Severe Flu Season; Year One; Surveillance Law; House Intelligence Committee Releases Transcript of Testimony from Glenn Simpson; House of Representatives to Vote on Continuing Resolution to Fund Federal Government; White House Chief of Staff's Comments on Immigration Policy Examined,2013070,PostDecision,none,none,none,none,none,none
Fox012618,SpecialReport,1,1,2018-01-26,Homeward Bound; Democrats On Russia Investigation; Immigration Infighting; Text History; Same-sex Marriage Debate; Phoenix V.a. Scandal; War-torn Country; Trading Places; President Trump Speaks At Davos World Economic Forum; Free Lance Workers In U.s. Economy Examined; White House Puts Forward Outline For Compromise On Immigration,2014070,PostDecision,none,none,none,none,none,none
Fox032018,SpecialReport,1,1,2018-03-20,Package Bombing; Maryland School Shooting; Congratulatory Phone Call; Interview With Adel Al-jubeir; Free Speech Crossroads; Congress Faces Funding Deadline; Paul Ryan Discussing Increasing Government Military Spending; Illinois Hold Gubernatorial Primaries; Cities In Puerto Rico Having Electricity Restored; President Trump Congratulates Vladimir Putin On Election Win,2017041,Argument,none,none,none,none,none,none
Fox032918,SpecialReport,1,1,2018-03-29,Cyber Attack Paralyzes Part Of Atlanta's Tech Infrastructure; Effect Of Excessive Computer Use On Children Examined; Interview With Former Indiana Governor Mitch Daniels; President Trump Proposes Infrastructure Bill; President Trump Criticizes Amazon.,2017059,PostCert,1991077,PostDecision,none,none,none,none
Fox041718,SpecialReport,1,1,2018-04-17,Dangerous Skies; Coming To The Table; No Easy E-commerce Answers; Interview With Kevin Brady; Syria Chemical Weapons Attack; California Versus Trump; Southwest Airplane's Engine Explodes In Midair; Farmers Express Concern Over Possible Tariffs On Exports To China; Salmonella Outbreak Leads To Large Recall Of Eggs; President Trump Meets With Japanese Prime Minister; California Proposes Sanctuary State Law,2017059,Argument,none,none,none,none,none,none
Fox060118,SpecialReport,1,1,2018-06-01,"U.s.-north Korea Summit; Jobs, Jobs, Jobs; Trading Punches; The Enemy Of My Enemy; 2020 Vision; Lgbt Treatment; Media Double Standard; President Trump Criticizes Samantha Bee For Controversial Remark About Ivanka; New Flying Vehicle May Increase Rescue Of Military And Civilian Injured; President Trump Receives Letter From Kim Jong-un; May Jobs Report Touted By President Trump",2017020,PostArgument,2014070,PostDecision,none,none,none,none
Fox060418,SpecialReport,1,1,2018-06-04,Pardon Me; Wedding Cake Case; Russia Investigation; Tariff's Retaliation; Duel Of The Chairmen; North Korea Shake-up; California's Jungle Primary; Bill Clinton Defends Decision Not To Resign During Monica Lewinsky Scandal; President Trump Claims Power To Pardon Himself; Supreme Court Decides Case Concerning Baker And Gay Wedding,2017020,Decision,none,none,none,none,none,none
Fox060818,SpecialReport,1,1,2018-06-08,G-7 Summit; Leak Crackdown; Tracking Sources; A Word From Charles; Celebrity Chef Suicide; Fighting Fire With Fire; Nsa Reforms; President Trump Visits G-7 In Canada; President Trump Comments That Russia Should Be Included In G-7 Negotiations; President Trump Comments On Preparations For Upcoming Summit With Kim Jong-un In Singapore.,2017020,PostDecision,none,none,none,none,none,none
MSNBC011615,Hardball,1,1,2015-01-16,Terror Threat in Europe; Christie Battles the Press,2014070,Cert,none,none,none,none,none,none
ABC100109,WorldNewsTonight,0,1,2009-10-01,Test Of Faith Religion At School,1999077,PostDecision,none,none,none,none,none,none
Fox061418,SpecialReport,1,1,2018-06-14,Secretary Of State Mike Pompeo Holds News Conference In South Korea On Summit Between President Trump And Kim Jong-un; Inspector General Releases Report On Fbi Handling Of Hillary Clinton Email Investigation; Ig Report Critical Of Fbi Chief Actions; Interview With Trey Gowdy And Bob Goodlatte; White House Reaction To Ig Report,2017043,Decision,none,none,none,none,none,none
Fox062118,SpecialReport,1,1,2018-06-22,Mixed Messages On Immigration Reform; Fbi And Doj Document Requests; Privacy Versus Security; Click And Collect; Florida Governor Race; Remembering Charles Krauthammer; Trading Tariffs; All Aboard; President Trump Hold Rally Focusing On Victims Of Crimes Committed By Illegal Immigrants; President Trump Sends Tweet Against House Immigration Bills; Conservative Pundit Charles Krauthammer Is Remembered,2017059,Decision,1991077,PostDecision,none,none,none,none
MSNBC012815,Hardball,1,1,2015-01-28,Invitation to Trouble; The GOP`s Gay Marriage Predicament,2014070,PostCert,none,none,none,none,none,none
Fox062518,SpecialReport,1,1,2018-06-25,Setting Boundaries; Partisan Lines; Trump Tariffs; Back To The Hill; Middle East Politics; New York State Of Mind; Supreme Court Rules On Gerrymandering Case And Case Of Florist Refusing To Supply Flowers For Gay Wedding; Some Democrats Criticize Maxine Waters For Calling For People To Publicly Confront Trump Officials; Recep Tayyip Erdogan Wins Turkish Presidential Election,2017020,PostDecision,none,none,none,none,none,none
MSNBC020915,Hardball,1,1,2015-02-09,"HARDBALL WITH CHRIS MATTHEWS for February 09, 2015",2014070,PostCert,none,none,none,none,none,none
Fox062718,SpecialReport,1,1,2018-06-27,Opening On The Bench; Replacing Justice Kennedy; Superpower Summit; Social Study; Central America Assistance,2012079,PostDecision,2014070,PostDecision,2017041,PostDecision,none,none
MSNBC030415,Hardball,1,1,2015-03-04,Hillary`s E-mails Front Page Fodder; Supreme Court Hears Obama Care Challenge,2014070,PostCert,none,none,none,none,none,none
Fox081518,SpecialReport,1,1,2018-08-15,President Trump Revokes Security Clearance Of Former Cia Director John Brennan; In The Jury's Hands; Diplomatic Strain; Three's A Crowd; Trump Effect; Winners In Wisconsin; Red Tide Terror; Senator Ted Cruz In Tight Reelection Race With Democratic Opponent Beto O'rourke; Turkey Announces Tariff Against U.s.,2017020,PostDecision,none,none,none,none,none,none
MSNBC032615,Hardball,1,1,2015-03-26,Murder Flight,2014070,PostCert,none,none,none,none,none,none
MSNBC040315,Hardball,1,1,2015-04-03,"HARDBALL WITH CHRIS MATTHEWS for April 03, 2015",2014070,PostCert,2013070,PostDecision,none,none,none,none
Fox092118,SpecialReport,1,1,2018-09-21,"High-wire Act; Rosenstein Writings; Kavanaugh Controversy; Supreme Court Showdown; Interview With Mike Pompeo; ""Censory"" Overload?; Masterpiece Cakeshop Files Federal Case After Ruling From Colorado Civil Rights Commission Regarding Refusal To Provide Cake To Transgender Woman For Her Birthday; Report Claims Justice Department Official Planned To Invoke 25th Amendment Concerning President Trump; Judiciary Committee Announces Vote On Brett Kavanaugh Unless Agreement Can Be Reached For Time Of Hearing For Accuser",2017020,PostDecision,none,none,none,none,none,none
Fox061719,SpecialReport,1,1,2019-06-17,Persian Gulf Tensions; 2020 Vision; Long Road Ahead; President Trump Versus Media; Defending The Ballot Box; Power Of The People; Flow Of Migrants; Supreme Court Hears Case On Business Refusing To Make Cake For Gay Couple And Virginia Gerrymandering; Tensions Increase Between Iran And U.s. Over Continuing Sanctions; Early Polling Shows President Trump Behind Democratic Presidential Candidates In Swing States,2017020,PostDecision,2018048,PostArgument,none,none,none,none
Fox021604,SpecialReport,1,0,2004-02-16,Political Grapevine,2003006,PostDecision,none,none,none,none,none,none
ABC100609,WorldNewsTonight,0,1,2009-10-06,Court Fight First Amendment,2009047,Argument,none,none,none,none,none,none
Fox022504,SpecialReport,1,0,2004-02-25,Fed Warns Of Enormous Budget Crisis; Kerry Continues To Attack President's Record,2003035,Decision,none,none,none,none,none,none
ABC100609,WorldNewsTonight,0,1,2009-10-06,Take A Shot Fighting The Flu,none,none,none,none,none,none,none,none
Fox062705,SpecialReport,1,0,2005-06-27,Ten Commandments Display Ruling,none,none,none,none,none,none,none,none
MSNBC041015,Hardball,1,1,2015-04-10,"HARDBALL WITH CHRIS MATTHEWS for April 10, 2015",2014070,PostCert,2002083,PostDecision,1995053,PostDecision,none,none
Fox062705,SpecialReport,1,0,2005-06-27,Iraq Situation; 2008 Elections,none,none,none,none,none,none,none,none
