CaseID,DateCert,DateArgument,DateDecision,TimePeriod,CaseName,CaseSummary,IssueArea
2005067,,2006-03-21,2006-06-15,2000_2018,"Howard Delivery Service, Inc., Et Al. V. Zurich American Insurance Co.","Where a bankrupt employer owed workers' compensation insurance premiums to an insurer, the claim for unpaid premiums was not entitled to priority status under 11 U.S.C.S. § 507(a)(5), because, inter alia, the premiums were more appropriately bracketed with premiums paid for other liability insurance rather than employee benefit plan contributions.",EconomicActivity
2005069,,2006-02-21,2006-06-19,2000_2018,"John A. Rapanos, Et Ux., Et Al. V. United States","Decisions upholding Army Corps of Engineers' Clean Water Act jurisdiction over dredging and filling wetlands with hydrological connections to adjacent navigable waters were vacated and remanded, as ""the waters of the United States"" included only relatively permanent, standing or continuously flowing bodies of water forming geographic features.",EconomicActivity
2005075,,2006-04-17,2006-06-22,2000_2018,Burlington Northern & Santa Fe Railway Company V. Sheila White,"Where an employee alleged that her employer retaliated against her for complaining about sexual harassment, there was a sufficient evidentiary basis to support the jury's verdict in her favor under Title VII because it was reasonable to conclude that the reassignment of duties and the rescinded suspension without pay were materially adverse.",SexDiscrimination
2005081,,2006-02-28,2006-06-26,2000_2018,"Neil Randall, Et Al. V. William H. Sorrell Et Al.","Contribution limits of Vt. Stat. Ann. tit. 17, § 2805, were unconstitutional because in their specific details they failed to satisfy the First Amendment's requirement of careful tailoring; i.e., they imposed burdens upon First Amendment interests that (when viewed in light of the statute's legitimate objectives) were disproportionately severe.",FirstAmendment
2005085,,2006-03-27,2006-06-28,2000_2018,"Jeffrey A. Beard, Secretary, Pennsylvania Department Of Corrections V. Ronald Banks, Individually And On Behalf Of All Others Similarly Situated","Summary judgment was appropriate finding that a state prison regulation prohibiting certain particularly difficult inmates from having access to newspapers, magazines, and photographs did not violate the First Amendment; evidence that the regulation was necessary to motivate better behavior provided sufficient justification for the policy.",FirstAmendment
2006010,,2006-10-10,2007-01-10,2000_2018,Norfolk Southern Railway Company V. Timothy Sorrell,"In a FELA case arising from a railroad employee's accident, Missouri state courts erroneously applied different standards of causation to determine the railroad's negligence under 45 U.S.C.S. § 51 and the employee's contributory negligence under 45 U.S.C.S. § 53. FELA did not depart from the common-law practice of using the same causation standard.",EconomicActivity
2006015,,2006-11-28,2007-02-20,2000_2018,"Weyerhaeuser Company V. Ross-simmons Hardwood Lumber Company, Inc.","Where sawmill alleged that competitor bid up price of sawlogs to prevent sawmill from being profitable in violation of 15 U.S.C.S. § 2, bidding up did not by itself establish predatory bidding absent showing that bidding led to below-cost pricing of competitor's logs and that competitor had dangerous probability of recouping bid-up losses.",EconomicActivity
2006017,,2006-10-31,2007-02-20,2000_2018,"Philip Morris Usa V. Mayola Williams, Personal Representative Of The Estate Of Jesse D. Williams, Deceased","A punitive damages award against a cigarette manufacturer for harm to nonparties, in a litigation concerning the manufacturer's deceit in minimizing the dangers of smoking, violated constitutional due process, since harm to nonparties could be considered with regard to reprehensibility but not with regard to the extent of punishment.",EconomicActivity
2006018,,2006-11-06,2007-02-21,2000_2018,"Robert Louis Marrama V. Citizens Bank Of Massachusetts, Et Al.",11 U.S.C.S. § 706(d) provided adequate authority for the denial of a bankruptcy debtor's motion to convert his Chapter 7 case to Chapter 13. Neither 11 U.S.C.S. § 706 nor 11 U.S.C.S. § 1307(c) limited the authority of the bankruptcy court to take appropriate action in response to fraudulent conduct by the debtor.,EconomicActivity
2006024,,2006-12-05,2007-03-27,2000_2018,"Rockwell International Corp., Et Al. V. United States Et Al.","An engineer who predicted that pondcrete would be insolid because of a flaw in a piping system did not qualify as an original source under 31 U.S.C.S. § 3730(e)(4) because the insolidity problem was caused by a new foreman's reduction of the cement-to-sludge ratio long after the engineer had left the plant, not a flaw in the piping system.",EconomicActivity
2006025,,2007-01-08,2007-03-27,2000_2018,"Alicia G. Limtiaco, Attorney General Of Guam V. Felix P. Camacho, Governor Of Guam","The term ""tax valuation"" in 48 U.S.C.S. § 1423a most naturally meant the value to which the tax rate was applied because were it otherwise, the modifier ""tax"" would have had almost no meaning or a meaning inconsistent with ordinary usage. Therefore Guam's indebtedness was limited to 10 percent of its assessed valuation of taxable property.",EconomicActivity
2006027,,2006-11-01,2007-04-02,2000_2018,"Environmental Defense, Et Al. V. Duke Energy Corporation, Et Al.","Construing the Clean Air Act's Prevention of Significant Deterioration regulations on ""modification"" as tracking the New Source Performance Standards definition implicitly invalidated those regulations, thus 42 U.S.C.S. § 7607(b)'s judicial review limits had to be considered on remand in the environmental groups' action against an energy company.",EconomicActivity
2006029,,2006-10-10,2007-04-17,2000_2018,"Global Crossing Telecommunications, Inc. V. Metrophones Telecommunications, Inc.","Payphone operator was entitled to sue a long-distance carrier under 47 U.S.C.S. § 207 for violating an FCC regulation requiring the carrier to pay the operator for free payphone calls to access the carrier, since the FCC reasonably found that the carrier's practice in refusing to pay was unreasonable, and thus unlawful under 47 U.S.C.S. § 201(b).",EconomicActivity
2006031,2006-02-21,2006-11-08,2007-04-18,2000_2018,"Alberto R. Gonzales, Attorney General V. Leroy Carhart, Et Al.","Lower courts erred in finding the Partial-Birth Abortion Ban Act of 2003, 18 U.S.C.S. § 1531, unconstitutional on its face; the challengers failed to demonstrate that the Act, as a facial matter, was void for vagueness or that it imposed an undue burden on a woman's right to abortion based on its overbreadth or lack of a health exception.",Abortion
2006036,,2007-01-08,2007-04-30,2000_2018,"United Haulers Association, Inc., Et Al. V. Oneida-herkimer Solid Waste Management Authority, Et Al.","Counties' flow control ordinances, which required delivery of all solid waste to processing facilities operated by a public entity, did not violate the Commerce Clause, U.S. Const. art. I, § 8, cl. 3; the ordinances did not discriminate against interstate commerce, as they benefitted a public facility while treating all private businesses the same.",EconomicActivity
2006038,,2006-11-28,2007-04-30,2000_2018,Ksr International Co. V. Teleflex Inc. Et Al.,"Competitor of patent licensees did not infringe patent claim for vehicle accelerator pedal assembly with fixed electronic sensor by adding sensor to competitor's system for use with computer-controlled throttles, since mounting sensor on fixed point of pedal, and benefit of doing so, were obvious, and thus claim was invalid under 35 U.S.C.S. § 103.",EconomicActivity
2006040,,2007-02-21,2007-04-30,2000_2018,Microsoft Corporation V. At&t Corp.,"Software producer did not infringe a patent for a computer which processed recorded speech, since providing master disks of enabling software, copies of which were made and installed in computers abroad, did not constitute supplying components of the patented invention from the U.S. for combination abroad within the meaning of 35 U.S.C.S. § 271(f).",EconomicActivity
2006045,,2006-11-27,2007-05-21,2000_2018,"Bell Atlantic Corporation, Et Al. V.william Twombly, Et Al.","Telephone and Internet service subscribers failed to state a claim against local exchange carriers for violation of § 1 of the Sherman Act, since allegations of parallel anticompetitive conduct by the carriers, in the absence of plausible factual allegations of a preceding agreement, did not preclude identical and reasonable independent conduct.",EconomicActivity
2006048,,2006-11-27,2007-05-29,2000_2018,"Lilly M. Ledbetter V. The Goodyear Tire & Rubber Company, Inc.","The ongoing effects of lower paychecks due to alleged past sex discrimination could not breathe life into prior, uncharged discrimination where an employee brought a Title VII of the Civil Rights Act of 1964, 42 U.S.C.S. § 2000e et seq., action, but did not alleged discriminatory conduct within the charging period.",SexDiscrimination
2006050,,2007-01-16,2007-06-04,2000_2018,"Safeco Insurance Company Of America, Et Al. V. Charles Burr, Et Al.","Liability under 15 U.S.C.S. § 1681n(a) of the FCRA extended to reckless violations, and offering an initial rate for a new insurance policy could be ""adverse action"" under 15 U.S.C.S. § 1681m(a). However, an applicant whose credit score did not change his rate was not entitled to notice, and a mistaken statutory interpretation was not reckless.",EconomicActivity
2006054,,2007-04-24,2007-06-11,2000_2018,"Jeffrey H. Beck, Liquidating Trustee Of The Estates Of Crown Vantage, Inc. And Crown Paper Company V. Pace International Union Et Al.","29 U.S.C.S. § 1341(b)(3)(A) did not permit merger with a union's plan as a method of terminating the debtors' single-employer defined-benefit pension plan, thus, the Ninth Circuit's judgment, that the debtors' decision to terminate to allow them to retain a reversion of overfunding was a breach of ERISA fiduciary duties, was reversed.",EconomicActivity
2006056,,2007-04-23,2007-06-11,2000_2018,United States V. Atlantic Research Corporation,"Lessee that performed work for the federal government at a Department of Defense facility could bring an action under 42 U.S.C.S. § 9607(a) of CERCLA to recover costs of cleaning up contamination at the site; any private party, including a potentially responsible party, could bring a cost recovery action under § 9607(a)(4)(B).",EconomicActivity
2006060,,2007-04-24,2007-06-14,2000_2018,"The Permanent Mission Of India To The United Nations, Et Al. V. City Of New York, New York","Because tax liens inhibited one of the quintessential rights of property ownership--the right to convey, it was plain that a lawsuit filed by New York City to establish the validity of tax liens implicated rights in immovable property and thus fell under the 28 U.S.C.S. § 1605(a)(4) exception to the Foreign Sovereign Immunities Act of 1976.",EconomicActivity
2006064,,2007-03-27,2007-06-18,2000_2018,"Credit Suisse Securities (Usa) Llc, Fka Credit Suisse First Boston Llc, Et Al. V. Glen Billing Et Al.","Where investors asserted antitrust violations under the Sherman Act, Clayton Act, and Robinson-Patman Act against underwriters regarding conduct during IPOs, the complaints were dismissed because the securities laws implicitly precluded the application of the antitrust laws to the conduct alleged due to SEC regulation and clear incompatibility.",EconomicActivity
2006065,,2007-04-18,2007-06-21,2000_2018,Tennessee Secondary School Athletic Association V. Brentwood Academy,"First Amendment did not excuse school from abiding by the same anti-recruiting rule that governed the conduct of its sister schools as an athletic association's rule discouraged the sort of conduct that might lead to a variety of harms, any one of which would detract from a high school sports league's ability to operate efficiently and effectively.",FirstAmendment
2006066,,2007-03-28,2007-06-21,2000_2018,"Tellabs, Inc., Et Al. V. Makor Issues & Rights, Ltd., Et Al.","A finding that shareholders' allegations in a securities fraud case raised the strong inference of scienter required by 15 U.S.C.S. § 78u-4(b)(2) was erroneous, since there was no consideration of whether the inference of fraudulent intent was a cogent inference that was at least as compelling as any opposing inference of nonfraudulent intent.",EconomicActivity
2006068,2006-12-01,2007-03-19,2007-06-25,2000_2018,"Deborah Morse, Et Al. V. Joseph Frederick",School officials did not violate First Amendment by suspending student who refused to take down pro-drug banner at school-sponsored event; the student's § 1983 claim failed because school officials were entitled to take steps to safeguard those entrusted to their care from speech that could reasonably be regarded as encouraging illegal drug use.,FirstAmendment
2006069,,2007-04-25,2007-06-25,2000_2018,"Federal Election Commission V. Wisconsin Right To Life, Inc.","Whether a political organization's ads were unconstitutionally barred under the Bipartisan Campaign Reform Act was not moot since the dispute was capable of repetition while evading review, and the proscription of the ads which protested a filibuster to delay voting on federal judicial nominees was unconstitutional.",FirstAmendment
2006070,,2007-03-19,2007-06-25,2000_2018,"Charles Wilkie, Et Al. V. Harvey Frank Robbins",The affirmance of a denial of summary judgment to Bureau of Land Management officials on a landowner's Fifth Amendment retaliation Bivens claim alleging harassment and intimidation aimed at extracting an easement was reversed because the officials' conduct of trying to induce an easement grant for public use was a legitimate purpose.,EconomicActivity
2006072,,2007-04-17,2007-06-25,2000_2018,"National Association Of Home Builders, Et Al. V. Defenders Of Wildlife Et Al.","The ESA requirement to insure no jeopardy to endangered species did not apply to the EPA's approval of a transfer to a state of water quality permitting authority under the CWA, since the no-jeopardy duty only applied to discretionary actions and approval of the permitting transfer was mandatory once the state met the triggering criteria.",EconomicActivity
2006074,,2007-03-26,2007-06-28,2000_2018,"Leegin Creative Leather Products, Inc. V. Psks, Inc., Dba Kay's Kloset . . . Kay's Shoes","Where a manufacturer allegedly violated the Sherman Act by entering into agreements with retailers to charge fixed prices, vertical price restraints were to be judged according to the rule of reason, not the per se rule, because, inter alia, procompetitive justifications existed for a manufacturer's use of resale price maintenance.",EconomicActivity
2007003,,2007-11-05,2007-12-04,2000_2018,"Csx Transportation, Inc. V. Georgia State Board Of Equalization Et Al","Where a carrier alleged that Georgia's property tax assessment involved discrimination in violation of the Railroad Revitalization and Regulatory Reform Act (4-R Act), the carrier could challenge Georgia's methods for determining the value of railroad property because the 4-R Act provided for such a challenge.",EconomicActivity
2007011,,2007-10-09,2008-01-15,2000_2018,"Stoneridge Investment Partners, Llc V. Scientific-atlanta, Inc., Et Al","The 15 U.S.C.S. § 78j(b) implied private right of action did not extend to aiders and abettors, thus, suppliers' and customers' arrangements that allowed the investors' company to mislead its auditor and issue a misleading financial statement were not actionable and were properly dismissed.",EconomicActivity
2007013,,2007-10-03,2008-01-16,2000_2018,"New York State Board Of Elections, Et Al. V. Margarita Lopez Torres Et Al","A preliminary injunction that returned New York to a direct primary election for selecting supreme court justices was reversed because New York State's convention system for selecting supreme court justices, N.Y. Elec. Law §§ 6-106, 6-124 (2007), did not violated the First Amendment rights of potential candidates for justice.",FirstAmendment
2007014,,2007-10-29,2008-01-22,2000_2018,Abdus-shahid M. S. Ali V. Federal Bureau Of Prisons Et Al,"A decision that a federal prisoner's claim arising from the loss of his personal property during a prison transfer was barred by 28 U.S.C.S. § 2680(c) was affirmed where the phrase ""any other law enforcement officer"" evinced clear congressional intent that the statute was not limited to officers acting in a customs or excise capacity.",EconomicActivity
2007015,,2007-11-26,2008-02-20,2000_2018,"James Larue V. Dewolff, Boberg & Associates, Inc., Et Al","29 U.S.C.S. § 1132(a)(2) did not provide remedies only for entire plans, thus, the affirmance of the dismissal of a pension plan participant's claim that the employer breached a fiduciary duty under 29 U.S.C.S. § 1109(a) of ERISA by failing to follow his investment directions was vacated.",EconomicActivity
2007027,,2007-11-07,2008-03-25,2000_2018,"Hall Street Associates, L.l.c. V. Mattel, Inc","While the Federal Arbitration Act (FAA) allowed parties to tailor many features of arbitration by contract, 9 U.S.C.S. § 9's textual features did not provide for enforcing a contract to expand judicial review following the arbitration. 9 U.S.C.S. §§ 10 and 11 provided exclusive regimes for the review provided by the FAA.",EconomicActivity
2007030,,2008-01-16,2008-04-15,2000_2018,"Meadwestvaco Corporation, Successor In Interest To The Mead Corporation V. Illinois Department Of Revenue Et Al","Because the Illinois trial court found the sold business division was not a unitary part of the Ohio taxpayer's business, but the Appellate Court of Illinois' affirmance did not address the ""hallmarks"" of a unitary relationship (functional integration, centralized management, and economies of scale), its judgment was vacated and remand was ordered.",EconomicActivity
2007038,,2007-10-30,2008-05-19,2000_2018,United States V. Michael Williams,"Offers to provide or requests to obtain child pornography were categorically excluded from First Amendment protection; therefore, 18 U.S.C.S. § 2252A(a)(3)(B) which criminalized pandering of child pornography was constitutional and the decision overturning defendant's conviction was reversed.",FirstAmendment
2007039,,2007-11-05,2008-05-19,2000_2018,"Department Of Revenue Of Kentucky, Et Al. V. George W. Davis, Et Ux","Ky. Rev. Stat. Ann. § 141.010(10)(c) did not violate the dormant Commerce Clause by including in taxable income interest from only out-of-state municipal bonds, since the tax scheme favored a traditional government function without any differential treatment favoring local entities, and the state properly competed in the bond market.",EconomicActivity
2007048,,2008-01-16,2008-06-09,2000_2018,"Quanta Computer, Inc., Et Al. V. Lg Electronics, Inc.","It was error to hold that the doctrine of patent exhaustion did not apply to a patent holder's computer technology patents where nothing in a license agreement limited the licensee's ability to sell its products practicing the patents. Thus, an authorized sale to the computer manufacturers took the products outside the patent monopoly scope.",EconomicActivity
2007049,,2008-04-14,2008-06-09,2000_2018,"John Bridge, Et Al. V. Phoenix Bond & Indemnity Co. Et Al","Bidders on county tax liens were not required to show that they relied on alleged misrepresentations to the county by competitors to support a RICO claim based on predicate acts of mail fraud, since reliance by the bidders was not a claim element or a prerequisite to showing causation, and reliance by the county was sufficient.",EconomicActivity
2007050,,2008-02-26,2008-06-09,2000_2018,"Allison Engine Company, Inc., Et Al. V. United States Ex Rel. Roger L. Sanders And Roger L. Thacker","Proof of intent to cause false claim to be paid by private entity using Government funds was not sufficient for qui tam claims under 31 U.S.C.S. § 3729(a)(2), (3) of FCA; relator was required to show intent that false statement be material to Government's decision to pay false claim and that conspirators agreed to use statement to achieve this end.",EconomicActivity
2007057,,2008-03-26,2008-06-16,2000_2018,"Fla. Dep't Of Revenue V. Piccadilly Cafeterias, Inc.",A debtor could not rely on 11 U.S.C.S. § 1146(a) to avoid a state revenue department's stamp taxes because the debtor had transferred its assets before its Chapter 11 plan was confirmed by the bankruptcy court; 11 U.S.C.S. § 1146(a) did not apply to pre-confirmation transfers.,EconomicActivity
2007060,,2008-04-23,2008-06-19,2000_2018,Metro. Life Ins. Co. V. Glenn,"In action under 29 U.S.C.S. § 1132(a)(1)(B), court of appeals properly found that a plan administrator that both evaluated and paid claims under ERISA plan operated under a Firestone ""conflict of interest"" in making discretionary benefit determinations; conflict was properly weighed as factor in finding abuse of discretion in denial of LTD claim.",EconomicActivity
2007069,,2008-02-27,2008-06-25,2000_2018,Exxon Shipping Co. V. Baker,"Assuming that punitive damages were otherwise available against corporate owners of a supertanker based on the recklessness of the supertanker's captain in causing an oil spill, CWA penalties did not bar such damages since compensatory and punitive remedies were not displaced, but the award was excessive since it exceeded the compensatory award.",EconomicActivity
2007070,,2008-02-19,2008-06-26,2000_2018,"Morgan Stanley Capital Group Inc. V. Public Utility District No. 1 Of Snohomish County, Washington, Et Al.","Although FERC properly applied the just-and-reasonable presumption, and the modification standard of serious harm to the public interest, to abnormally high electricity rates under contracts which were not initially reviewed, remand to FERC was proper since FERC failed to address fully consumer burden and market manipulation.",EconomicActivity
2007072,,2008-04-22,2008-06-26,2000_2018,Davis V. Fec,"2 U.S.C.S. § 441a-1(a), which raised the individual campaign contribution limit for opponents of candidates whose expenditure of personal funds exceeded a certain amount, violated the First Amendment right to use personal funds for campaign speech. Related disclosure requirements under § 441a-1(b) also were unconstitutional.",FirstAmendment
2008003,,2008-10-08,2008-11-12,2000_2018,"Donald C. Winter, Secretary Of The Nav., Et Al. V. Natural Resources Defense Council, Inc., Et Al.",A preliminary injunction was vacated to the extent challenged by the Navy because the balance of equities and the public interest tipped strongly in favor of the Navy. The Navy's need to conduct realistic training with active sonar to respond to the threat posed by enemy submarines plainly outweighed the interests advanced by environmental groups.,EconomicActivity
2008014,,2008-12-02,2009-01-21,2000_2018,"Lisa Fitzgerald, Et Vir V. Barnstable School Committee Et Al.","Dismissal of student's § 1983 peer-on-peer sexual harassment suit against a school district was improper. Title IX, 20 U.S.C.S. § 1681, was not meant to be exclusive mechanism for addressing gender discrimination in schools or substitute for § 1983 suits; thus, § 1983 suit based on the U.S. Constitution's Equal Protection Clause remained available.",SexDiscrimination
2008016,,2008-10-08,2009-01-26,2000_2018,"Vicky S. Crawford V. Metropolitan Government Of Nashville And Davidson County, Tennessee","An employee's conduct in responding to questions during an employer's internal investigation into a sexual harassment claim against a school district's employee relations director was covered by the opposition clause of 42 U.S.C.S. § 2000e-3(a), and thus, the lower court erred in upholding a grant of summary judgment to the employer on that basis.",SexDiscrimination
2008017,,2008-10-07,2009-01-26,2000_2018,"Kari E. Kennedy, Executrix Of The Estate Of William Patrick Kennedy, Deceased V. Plan Administrator For Dupont Savings And Investment Plan Et Al.","Administrator of employee benefit plan governed by ERISA properly paid benefits to former spouse of decedent, even though spouse's waiver of benefits in divorce decree did not constitute impermissible alienation of benefits, since decedent did not change beneficiary and spouse did not expressly disclaim benefits in accordance with terms of plan.",EconomicActivity
2008018,,2008-11-04,2009-01-26,2000_2018,United States V. Eurodif S. A. Et Al.,"Because nuclear utilities gave cash and untracked, unenriched uranium to a French enrichment factory, which then substantially transformed the uranium into enriched uranium, the Commerce Department's treatment of the transaction as the sale of a good under 19 U.S.C.S. § 1673 for antidumping purposes was reasonable; a contrary holding was reversed.",EconomicActivity
2008022,,2008-11-03,2009-02-24,2000_2018,"Ben Ysursa, Idaho Secretary Of State, Et Al. V. Pocatello Education Association Et Al.","First Amendment did not confer an affirmative right to use government payrolls to obtain funds for union political activities or prevent a State from deciding its local governments could not provide payroll deductions for such activities, thus, Idaho Code Ann. § 44-2004(2) was not unconstitutional at the local level. The Ninth Circuit was reversed.",FirstAmendment
2008025,,2008-12-08,2009-02-25,2000_2018,"Pacific Bell Telephone Company, Dba At&t California Et Al. V. Linkline Communications, Inc., Et Al.","Claim of ISPs that providers of digital subscriber line (DSL) service for connecting to the Internet ""squeezed"" the ISPs' profit margins was not cognizable under 15 U.S.C.S. § 2, since the providers were under no antitrust obligation to sell wholesale DSL service to the ISPs and there was no showing of predatory pricing at the retail level.",EconomicActivity
2008026,,2008-11-12,2009-02-25,2000_2018,"Pleasant Grove City, Utah Et Al. V. Summum","Where a religious organization alleged that a city violated the First Amendment by rejecting a request to erect a privately donated monument in a public park, the city's decision was not subject to the Free Speech Clause, because the decision was best viewed as a form of government speech and forum analysis did not apply.",FirstAmendment
2008040,,2008-12-02,2009-04-01,2000_2018,"Entergy Corporation V. Riverkeeper, Inc., Et Al.",Appellate court erred setting aside regulations adopted by EPA under 33 U.S.C.S. § 1326(b) of CWA; EPA permissibly relied on cost-benefit analysis in setting national performance standards and providing for cost-benefit variances under 40 C.F.R. § 125.94 in relation to minimizing adverse environmental impact at cooling water intake structures.,EconomicActivity
2008045,,2009-01-12,2009-04-21,2000_2018,Ministry Of Defense And Support For The Armed Forces Of The Islamic Republic Of Iran V. Dariush Elahi,"Because a judgment creditor received funds from the U.S. in exchange for a waiver under the Victims of Trafficking and Violence Protection Act of 2000 as amended by the Terrorism Risk Insurance Act of 2002, 28 U.S.C.S. § 1610 note, he relinquished his attachment on another judgment against Iran; the Ninth Circuit's contrary judgment was reversed.",EconomicActivity
2008052,,2009-02-24,2009-05-04,2000_2018,"Burlington Northern And Santa Fe Railway Company, Et Al. V. United States Et Al.","Supplier of pesticides to a distributor and an owner of property which was a portion of a site contaminated by hazardous substances were not jointly and severally liable for remediation costs under CERCLA, since the supplier did not intentionally arrange for disposal of hazardous substances and the owner's liability was capable of apportionment.",EconomicActivity
2008057,,2008-12-10,2009-05-18,2000_2018,At&t Corporation V. Noreen Hulteen Et Al.,"Because an employer's pre-Pregnancy Discrimination Act (PDA), 42 U.S.C.S. § 2000e(k), plan was not adopted with discriminatory intent, applying it pre-PDA was not discriminatory; the pension plan, that gave less retirement credit for pregnancy than medical leave generally did not violate the PDA. The Ninth Circuit erred and was reversed.",SexDiscrimination
2008069,,2009-04-01,2009-06-15,2000_2018,"Polar Tankers, Inc. V. City Of Valdez, Alaska","Valdez, Alaska, Municipal Code § 3.12.020 (2008), violated the Tonnage Clause, U.S. Const. art. I, § 10, cl. 3, because it taxed no other form of personal property, its amount depended upon a ship's capacity, and it raised revenue for general municipal services; the Alaska Supreme Court's judgment upholding the tax was reversed.",EconomicActivity
2008073,,2009-03-30,2009-06-18,2000_2018,"The Travelers Indemnity Company, Et Al. V. Pearlie Bailey Et Al.","Bankruptcy injunction barring actions against insurers of the bankruptcy debtor's asbestos liability applied to preclude claims that the insurers concealed the dangers of asbestos, since the claims clearly related to the insurers' coverage of the asbestos liability and the injunction was not limited to actions based on the debtor's liability.",EconomicActivity
2008077,,2009-01-12,2009-06-22,2000_2018,"Coeur Alaska, Inc. V. Southeast Alaska Conservation Council Et Al.","Court of appeals erred when it found that permit Army Corps of Engineers issued to a mining company, which allowed the company to discharge a rock and water mixture into a lake, was invalid because the permit violated standards EPA promulgated under 33 U.S.C.S. § 1316(b). The Corps acted lawfully when it issued the permit under 33 U.S.C.S. § 1344.",EconomicActivity
2008080,,2009-03-02,2009-06-25,2000_2018,"Atlantic Sounding Co., Inc., Et Al. V. Edgar L. Townsend","Tugboat crew member who claimed to have been denied maintenance and cure could pursue a claim for punitive damages. Punitive damages were available for willful and wanton disregard of the maintenance and cure obligation as a matter of general maritime law, and 46 U.S.C.S. § 30104 of the Jones Act did not eliminate that remedy.",EconomicActivity
2009011,,2009-11-03,2010-01-25,2000_2018,"Hemi Group, Llc And Kai Gachupin V. City Of New York, New York","City failed to allege a RICO violation; an out-of-state vendor's alleged mail and wire fraud by failing to report cigarette sales to the state as required by federal law, which then provided the city with information concerning sales to city residents, was not the direct cause of the harm to the city from lost tax revenue.",EconomicActivity
2009012,2008-11-14,2009-03-24,2010-01-21,2000_2018,Citizens United V. Federal Election Commission,"Ban under 2 U.S.C.S. § 441b on corporate independent expenditures for electioneering communications violated the First Amendment, as political speech could not be suppressed on the basis of the speaker's corporate identity. Disclaimer and disclosure provisions under 2 U.S.C.S. §§ 434 and 441d were valid as applied to a film about a candidate.",FirstAmendment
2009019,,2009-11-03,2010-01-13,2000_2018,"Nrg Power Marketing, Llc, Et Al. V. Maine Public Utilities Commission Et Al.","Mobile-Sierra doctrine, under which a rate set by a wholesale energy contract was presumed to meet the ""just and reasonable"" requirement of 16 U.S.C.S. § 824d(a), was not limited to challenges to contract rates brought by contracting parties; the doctrine also applied to challenges by non-contracting third parties.",EconomicActivity
2009027,,2010-01-19,2010-03-02,2000_2018,"Mac's Shell Service, Inc., Et Al. V. Shell Oil Products Co. Llc Et Al.","Because termination under the Petroleum Marketing Practices Act meant putting an end to a relationship, and failures to renew meant nonrenewal, gas station franchisees had no constructive termination claims when they continued to operate a franchise, and signing a renewal agreement, even under protest, barred constructive nonrenewal claims.",EconomicActivity
2009028,,2009-10-07,2010-03-02,2000_2018,"Reed Elsevier, Inc., Et Al., V. Irvin Muchnick Et Al.","Because 17 U.S.C.S. § 411(a)'s registration requirement was nonjurisdictional, it had not deprived the district court of jurisdiction over unregistered holders' infringement claims, thus, the Second Circuit's holding that there had been no jurisdiction to approve the holders' settlement with publishers was reversed.",EconomicActivity
2009035,,2009-11-02,2010-03-30,2000_2018,"Jerry N. Jones, Et Al. V. Harris Associates L. P.","For liability under 15 U.S.C.S. § 80a-35(b), an adviser's fee had to be so disproportionately large that it bore no reasonable relationship to the services rendered and could not have been the product of arm's length bargaining; thus, the Seventh Circuit's rejection of that test was vacated, and mutual fund shareholders' claims were remanded.",EconomicActivity
2009037,,2009-11-30,2010-03-30,2000_2018,"Graham County Soil And Water Conservation District, Et Al. V. United States Ex Rel. Karen T. Wilson","""Administrative"" reports, audits, or investigations under 31 U.S.C.S. § 3730(e)(4)(A) encompassed disclosures made in state, local, and federal sources, and thus a relator's qui tam action failed under the public disclosure bar to the extent it was based on information in state and county reports investigating flood remediation contracts.",EconomicActivity
2009038,,2009-12-01,2010-03-23,2000_2018,"United Student Aid Funds, Inc. V. Francisco J. Espinosa","It was legal error to confirm Chapter 13 debtor's plan, which discharged student loan interest without finding undue hardship in an adversary proceeding, but the confirmation order was enforceable and binding because the creditor, despite not receiving the required service of the order, had notice of the error but did not object or timely appeal.",EconomicActivity
2009039,,2010-03-02,2010-05-03,2000_2018,"Esther Hui, Et Al. V. Yanira Castaneda, As Personal Representative Of The Estate Of Francisco Castaneda, Et Al.","42 U.S.C.S. § 233(a) provided U.S. public health officials absolute immunity from an alien's Bivens suit for inadequate care while in immigration custody because § 233(a)'s reference to 28 U.S.C.S. §§ 1346(b), 2672, did not incorporate all the provisions of FTCA, and FTCA was the sole remedy against the U.S. An order denying dismissal was reversed.",EconomicActivity
2009041,2009-02-23,2009-10-07,2010-04-28,2000_2018,"Ken L. Salazar, Secretary Of The Interior, Et Al. V. Frank Buono",A judgment which held a statute that transferred public land on which a Latin cross had been erected as a memorial for fallen World War I soldiers in exchange for private land violated the Establishment Clause was reversed because it took insufficient account of the context in which the statute was enacted and the reasons for its passage.,FirstAmendment
2009042,,2009-12-09,2010-04-27,2000_2018,"Stolt-nielsen S. A., Et Al. V. Animalfeeds International Corp.","Where the parties stipulated that an arbitration clause was silent with respect to class arbitration, an arbitration panel exceeded its powers under the Federal Arbitration Act by finding that the clause allowed class arbitration; the differences between bilateral and class arbitration were too great to presume that silence constituted consent.",EconomicActivity
2009043,,2009-11-30,2010-04-27,2000_2018,"Merck & Co., Inc., Et Al. V. Richard Reynolds Et Al.","""Discovery"" of facts that put investors on ""inquiry notice"" did not automatically begin 28 U.S.C.S. § 1658(b)'s limitations period, and since scienter was a ""fact"" and an FDA warning letter and products liability suits showed little if nothing about a drug company's fraudulent intent, a 15 U.S.C.S. § 78j(b) securities fraud suit was timely.",EconomicActivity
